Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,21.225,21.865,20.85,43.549999,21.775,2552200
2009-01-05,21.610001,21.91,21.25,43.279999,21.639999,2376200
2009-01-06,21.85,22.725,21.76,45.029999,22.514999,3214600
2009-01-07,22.385,22.385,21.469998999999998,43.139998999999996,21.57,3006600
2009-01-08,21.469998999999998,22.115,21.25,44.189999,22.094998999999998,2083800
2009-01-09,22.219998999999998,22.375,21.514999,43.310001,21.655001000000002,2339800
2009-01-12,21.555,21.66,21.125,42.580002,21.290001,2069800
2009-01-13,21.155001000000002,21.225,20.655001000000002,41.700001,20.85,3831200
2009-01-14,20.415001,20.709999,20.004998999999998,40.27,20.135,3135000
2009-01-15,20.105,21.110001,19.82,41.41,20.705,5267800
2009-01-16,19.82,20.98,19.82,41.43,20.715,5240800
2009-01-20,20.540001,20.709999,19.674999,39.599998,19.799999,7521000
2009-01-21,20.16,20.299999,19.389999,40.459998999999996,20.23,6849400
2009-01-22,19.625,20.014999,19.395,39.290001000000004,19.645,5262000
2009-01-23,19.254998999999998,19.924999,19.1,39.209998999999996,19.605,4410000
2009-01-26,19.754998999999998,20.115,19.184998999999998,38.849998,19.424999,3327600
2009-01-27,19.58,19.870001000000002,19.155001000000002,39.130001,19.565001000000002,4093800
2009-01-28,19.995001000000002,20.629998999999998,19.82,40.91,20.455,3515600
2009-01-29,20.215,20.395,19.620001000000002,39.380001,19.690001000000002,2631000
2009-01-30,19.665001,19.75,18.705,37.580002,18.790001,3797800
2009-02-02,18.584999,18.969998999999998,18.200001,37.490002000000004,18.745001000000002,2744200
2009-02-03,18.84,19.025,18.42,37.0,18.5,7312800
2009-02-04,18.655001000000002,18.66,18.190001000000002,36.470001,18.235001,5807800
2009-02-05,18.205,19.014999,18.045,37.66,18.83,4801800
2009-02-06,18.82,19.66,18.82,39.119999,19.559998999999998,2852000
2009-02-09,19.525,20.075001,19.34,39.259997999999996,19.629998999999998,2882600
2009-02-10,19.485001,19.85,18.559998999999998,37.389998999999996,18.695,4105400
2009-02-11,18.844998999999998,18.975,18.434998999999998,37.360001000000004,18.68,2525400
2009-02-12,18.5,18.545,17.809998999999998,36.919998,18.459999,3577600
2009-02-13,18.355,18.43,17.0,36.209998999999996,18.105,3146400
2009-02-17,17.639999,17.99,17.190001000000002,34.380001,17.190001000000002,4023400
2009-02-18,17.135,17.315001000000002,16.690001000000002,34.09,17.045,3791200
2009-02-19,17.4,17.545,16.620001000000002,33.43,16.715,4769800
2009-02-20,16.535,16.895,15.8,32.669998,16.334999,6430200
2009-02-23,16.625,16.625,15.52,31.08,15.54,5135000
2009-02-24,15.655,16.355,15.4,32.48,16.24,4751600
2009-02-25,16.295,16.389999,15.82,31.98,15.99,4377800
2009-02-26,16.025,16.455,15.67,31.440001000000002,15.72,3474800
2009-02-27,15.425,15.95,15.325,31.059998999999998,15.53,3697000
2009-03-02,15.34,15.465,14.945,30.040001,15.02,5303400
2009-03-03,15.27,15.375,14.805,29.799999,14.9,7276000
2009-03-04,15.12,15.705,15.025,30.92,15.46,5220600
2009-03-05,15.0,15.085,14.08,28.48,14.24,7149200
2009-03-06,14.36,14.88,14.08,29.42,14.71,9616800
2009-03-09,14.595,14.94,14.49,29.5,14.75,6682200
2009-03-10,14.925,16.360001,14.925,32.689999,16.344998999999998,6224800
2009-03-11,16.485001,16.610001,16.225,32.91,16.455,5300400
2009-03-12,16.42,17.280001000000002,16.295,34.34,17.17,7771800
2009-03-13,16.535,16.684998999999998,16.315001000000002,33.0,16.5,8780800
2009-03-16,16.68,16.865,16.395,32.939999,16.469998999999998,5899600
2009-03-17,16.465,16.985001,16.205,33.970001,16.985001,4009800
2009-03-18,17.040001,17.655001000000002,16.66,34.990002000000004,17.495001000000002,4602200
2009-03-19,17.665001,17.775,17.370001000000002,35.099998,17.549999,4120400
2009-03-20,17.58,17.709999,17.245001000000002,34.709998999999996,17.355,6538200
2009-03-23,17.715,18.5,17.514999,37.0,18.5,3100800
2009-03-24,18.295,18.68,18.165001,36.59,18.295,3288800
2009-03-25,18.295,19.030001000000002,17.83,36.880001,18.440001000000002,4783600
2009-03-26,18.610001,19.525,18.594998999999998,38.709998999999996,19.355,4136600
2009-03-27,18.875,18.875,17.75,36.799999,18.4,7864200
2009-03-30,18.17,18.469998999999998,17.665001,36.869999,18.434998999999998,7859400
2009-03-31,18.65,18.764999,18.200001,36.900002,18.450001,4271400
2009-04-01,18.219998999999998,19.815001000000002,17.805,39.470001,19.735001,7333200
2009-04-02,20.15,21.200001,19.9,42.049999,21.025,7517400
2009-04-03,20.559998999999998,22.280001000000002,20.51,44.560001,22.280001000000002,8076800
2009-04-06,22.09,22.215,21.83,44.27,22.135,5974400
2009-04-07,21.745001000000002,21.870001000000002,20.955,42.799999,21.4,6955800
2009-04-08,21.485001,21.58,20.940001000000002,42.869999,21.434998999999998,5330000
2009-04-09,21.885,22.51,21.719998999999998,44.970001,22.485001,3352000
2009-04-13,22.325001,22.775,21.775,45.130001,22.565001000000002,3302400
2009-04-14,22.360001,22.705,21.889999,44.130001,22.065001000000002,3327800
2009-04-15,22.025,22.219998999999998,21.83,44.439999,22.219998999999998,5215800
2009-04-16,22.334999,23.15,22.030001000000002,46.110001000000004,23.055,6054000
2009-04-17,23.07,23.075001,22.075001,45.290001000000004,22.645,4596600
2009-04-20,22.665001,22.665001,21.299999,43.189999,21.594998999999998,5861200
2009-04-21,21.4,21.865,21.125,43.639998999999996,21.82,5077600
2009-04-22,21.4,22.639999,21.4,44.080002,22.040001,3824400
2009-04-23,22.049999,22.23,21.16,43.450001,21.725,3447400
2009-04-24,21.719998999999998,22.889999,21.719998999999998,45.459998999999996,22.73,4118600
2009-04-27,22.405001000000002,22.485001,21.775,44.029999,22.014999,3277200
2009-04-28,21.76,21.885,21.450001,43.240002000000004,21.620001000000002,3599000
2009-04-29,21.885,22.305,21.879998999999998,44.119999,22.059998999999998,2754200
2009-04-30,22.32,22.535,21.805,44.049999,22.025,3308400
2009-05-01,21.99,22.27,21.780001000000002,44.02,22.01,2964200
2009-05-04,22.120001000000002,23.290001,21.985001,46.5,23.25,3631600
2009-05-05,23.355,23.375,22.59,45.77,22.885,3217800
2009-05-06,23.115,23.16,22.555,45.93,22.965,3695000
2009-05-07,22.879998999999998,23.455,21.635,43.73,21.865,5310400
2009-05-08,22.040001,22.389999,21.764999,44.720001,22.360001,3814800
2009-05-11,22.049999,22.155001000000002,21.540001,43.540001000000004,21.77,3381200
2009-05-12,21.945,22.049999,21.43,43.689999,21.844998999999998,3280000
2009-05-13,21.48,21.5,20.885,41.889998999999996,20.945,4235200
2009-05-14,20.865,21.459999,20.815001000000002,42.41,21.205,2480800
2009-05-15,21.315001000000002,21.59,20.91,42.200001,21.1,3041600
2009-05-18,21.315001000000002,22.07,21.280001000000002,44.080002,22.040001,2437200
2009-05-19,22.0,22.52,21.875,44.66,22.33,3154400
2009-05-20,22.48,23.395,22.355,45.5,22.75,5672600
2009-05-21,22.549999,22.549999,21.790001,44.029999,22.014999,3980200
2009-05-22,22.1,22.57,21.975,44.630001,22.315001000000002,1812200
2009-05-26,22.219998999999998,22.635,21.92,45.02,22.51,4056000
2009-05-27,22.5,22.66,21.860001,43.810001,21.905001000000002,2426000
2009-05-28,22.17,22.235001,21.469998999999998,44.09,22.045,3074200
2009-05-29,22.23,22.235001,21.754998999999998,44.470001,22.235001,2541600
2009-06-01,22.584999,23.145,22.415001,46.040001000000004,23.02,2375800
2009-06-02,22.92,23.014999,22.75,45.630001,22.815001000000002,3065400
2009-06-03,22.625,22.700001,21.955,44.599998,22.299999,3303400
2009-06-04,22.379998999999998,22.625,22.139999,45.0,22.5,2605000
2009-06-05,22.93,23.0,22.275,45.040001000000004,22.52,3464800
2009-06-08,22.43,22.5,21.700001,44.290001000000004,22.145,3161000
2009-06-09,22.254998999999998,22.85,22.08,45.52,22.76,3021600
2009-06-10,22.934998999999998,22.950001,22.120001000000002,45.25,22.625,4163200
2009-06-11,22.68,23.030001000000002,22.65,45.450001,22.725,2416000
2009-06-12,22.879998999999998,22.879998999999998,22.440001000000002,45.130001,22.565001000000002,4247600
2009-06-15,22.469998999999998,22.469998999999998,21.85,43.98,21.99,2433000
2009-06-16,22.17,22.17,21.5,43.07,21.535,3409400
2009-06-17,21.465,21.82,21.200001,43.240002000000004,21.620001000000002,2908200
2009-06-18,21.65,21.959999,21.424999,42.939999,21.469998999999998,2760400
2009-06-19,21.584999,21.645,21.25,42.82,21.41,4119200
2009-06-22,21.145,21.254998999999998,20.815001000000002,41.66,20.83,4251800
2009-06-23,20.844998999999998,20.870001000000002,20.545,41.509997999999996,20.754998999999998,4058000
2009-06-24,20.985001,21.700001,20.875,42.970001,21.485001,4124200
2009-06-25,21.415001,21.93,21.25,43.84,21.92,2735200
2009-06-26,21.870001000000002,21.985001,21.674999,43.57,21.785,3527800
2009-06-29,21.785,22.08,21.555,43.860001000000004,21.93,2269000
2009-06-30,21.975,22.215,21.725,43.900002,21.950001,3391800
2009-07-01,21.93,22.15,21.74,43.779999,21.889999,2520000
2009-07-02,21.530001000000002,21.889999,21.075001,42.150002,21.075001,2168000
2009-07-06,21.0,21.559998999999998,20.790001,43.02,21.51,2767200
2009-07-07,21.525,21.525,20.785,41.619999,20.809998999999998,3017600
2009-07-08,20.855,21.040001,20.684998999999998,41.82,20.91,3499800
2009-07-09,21.07,21.209999,20.834999,42.110001000000004,21.055,1770200
2009-07-10,20.885,21.125,20.605,41.939999,20.969998999999998,2647200
2009-07-13,20.940001000000002,21.84,20.795,43.57,21.785,3990800
2009-07-14,21.780001000000002,22.205,21.665001,44.130001,22.065001000000002,2662400
2009-07-15,22.395,23.055,22.385,46.099998,23.049999,4033400
2009-07-16,23.575001,24.75,23.549999,49.27,24.635,10038600
2009-07-17,24.424999,25.075001,24.405001000000002,49.560001,24.780001000000002,4814400
2009-07-20,24.965,25.334999,24.77,50.450001,25.225,4388400
2009-07-21,25.465,25.950001,24.684998999999998,50.43,25.215,4479200
2009-07-22,25.01,25.67,25.004998999999998,50.75,25.375,2551400
2009-07-23,25.375,26.285,25.26,52.470001,26.235001,4268400
2009-07-24,26.065001000000002,26.280001000000002,25.719998999999998,52.560001,26.280001000000002,2233600
2009-07-27,26.225,26.65,26.110001,52.810001,26.405001000000002,2053800
2009-07-28,26.174999,26.370001000000002,25.9,52.549999,26.275,1965800
2009-07-29,26.004998999999998,26.245001000000002,25.645,51.880001,25.940001000000002,3010400
2009-07-30,26.215,27.424999,26.165001,54.41,27.205,4979400
2009-07-31,27.1,27.805,27.1,55.0,27.5,3586200
2009-08-03,27.799999,28.459999,27.674999,56.82,28.41,2895200
2009-08-04,28.17,28.540001,28.09,57.040001000000004,28.52,2832800
2009-08-05,28.635,28.725,28.059998999999998,57.110001000000004,28.555,3451400
2009-08-06,28.530001000000002,28.57,27.93,56.16,28.08,3327800
2009-08-07,28.32,28.32,27.780001000000002,56.200001,28.1,4447000
2009-08-10,28.025,28.025,27.415001,55.09,27.545,3477000
2009-08-11,27.385,27.725,27.285,55.150002,27.575001,3003400
2009-08-12,27.450001,27.959999,27.4,55.529999,27.764999,5448800
2009-08-13,27.780001000000002,28.205,27.690001000000002,55.900002,27.950001,3695000
2009-08-14,27.785,27.950001,27.01,54.580002,27.290001,2284800
2009-08-17,27.09,27.09,26.375,52.970001,26.485001,3314200
2009-08-18,26.52,26.715,26.17,52.950001,26.475,3316800
2009-08-19,26.190001000000002,26.91,26.125,53.43,26.715,4145800
2009-08-20,26.715,26.865,26.325001,53.150002,26.575001,2344000
2009-08-21,26.815001000000002,27.35,26.655001000000002,54.549999,27.275,2283200
2009-08-24,27.440001000000002,27.615,27.004998999999998,54.150002,27.075001,1938800
2009-08-25,27.299999,27.715,27.08,54.290001000000004,27.145,2631400
2009-08-26,27.08,27.375,26.75,53.740002000000004,26.870001000000002,2635400
2009-08-27,26.83,27.705,26.530001000000002,55.189999,27.594998999999998,5167600
2009-08-28,27.77,28.209999,27.450001,55.939999,27.969998999999998,4964000
2009-08-31,27.620001000000002,27.735001,27.385,55.400002,27.700001,2581200
2009-09-01,27.535,27.93,26.965,54.080002,27.040001,3490000
