Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,25.191257,25.291439,23.816029,26.260002000000004,23.916211999999998,3639300
2009-01-05,23.642985999999997,24.581057,22.905281,25.580002,23.296904,6173200
2009-01-06,23.533697,24.13479,22.650274,25.720001,23.424408,7255600
2009-01-07,23.23315,23.433516,22.48634,24.850002,22.632058999999998,4611700
2009-01-08,22.386156,22.48634,21.703096,24.190002,22.030966,3832500
2009-01-09,22.085608999999998,22.240437,20.300547,22.48,20.473587,6178900
2009-01-12,20.336976999999997,20.874317,19.435337,21.73,19.790526999999997,5524100
2009-01-13,19.499088,20.774134,19.307833,22.610001,20.591986,4605000
2009-01-14,19.899818,20.309652,19.489981,21.660002,19.726776,5862300
2009-01-15,19.726776,21.284153,18.870673999999998,22.700003,20.673954000000002,6614900
2009-01-16,21.202187,21.684881,19.981785000000002,23.270001999999998,21.193079,8198200
2009-01-20,20.883425,21.739527,18.670309,20.700001,18.852459,10502500
2009-01-21,19.216759,21.520947,18.606558,23.220001,21.147541,8886800
2009-01-22,20.510019,21.794172,19.772312,22.520001999999998,20.510019,7786500
2009-01-23,19.663023000000003,20.765026000000002,19.335154,22.65,20.628414000000003,7619000
2009-01-26,20.737705,21.302367999999998,20.03643,22.65,20.628414000000003,5408500
2009-01-27,20.983608,21.411657,20.53734,23.440002,21.347906,4871500
2009-01-28,21.994535,24.043716,21.675774,26.150002,23.816029,9777900
2009-01-29,22.969034,24.071039000000003,22.112934,24.379998999999998,22.204006,11016600
2009-01-30,22.51366,23.02368,20.828781,23.34,21.256829999999997,10020500
2009-02-02,20.75592,21.548269,20.191257,23.49,21.393442,9431900
2009-02-03,21.703096,22.422586,21.074679999999997,24.340002,22.167578,8420100
2009-02-04,22.249544,22.969034,21.885246,24.100002,21.948999,5742100
2009-02-05,21.010929,21.948999,20.637522,22.99,20.938067999999998,7460300
2009-02-06,21.5847,22.905281,20.983608,24.969998999999998,22.741346,6730500
2009-02-09,22.741346,23.296904,22.349728,25.469998999999998,23.196720000000003,4310200
2009-02-10,22.814207,23.196720000000003,20.255009,22.380001,20.382513,8879600
2009-02-11,20.68306,20.956284,19.362478,22.500002,20.491804000000002,6971100
2009-02-12,19.46266,19.826957999999998,17.987249,21.549999,19.626593,11575300
2009-02-13,19.426229,19.617487,18.214935,20.070002,18.278688,7128000
2009-02-17,17.723132999999997,18.132969,16.90346,19.030001000000002,17.331512,7823000
